"disorder1	disorder2	ngenes1	ngenes2	class1	class2	ngenescommon"
"Neuropathy, congenital hypomyelinating	Neuropathy, recurrent, with pressure palsies	5	4	Neurological	Neurological	1"
"Neuropathy, congenital hypomyelinating	Roussy-Levy syndrome	5	5	Neurological	multiple	5"
"Neuropathy, congenital hypomyelinating	Roussy-Levy syndrome	5	4	Neurological	multiple	1"
"Neuropathy, recurrent, with pressure palsies	Roussy-Levy syndrome	4	5	Neurological	multiple	1"
"Neuropathy, recurrent, with pressure palsies	Roussy-Levy syndrome	4	4	Neurological	multiple	4"
"Neutropenia, alloimmune neonatal	Viral infections, recurrent	3	3	Hematological	Immunological	3"
"Neutropenia, severe congenital, X-linked	Thrombocytopenia, X-linked	3	3	Hematological	Hematological	3"
"Neutropenia, severe congenital, X-linked	Thrombocytopenia, X-linked, intermittent	3	3	Hematological	Hematological	3"
"Neutropenia, severe congenital, X-linked	Wiskott-Aldrich syndrome	3	3	Hematological	Immunological	3"
"Newfoundland rod-cone dystrophy	Retinitis pigmentosa, AR	1	1	Ophthamological	Ophthamological	1"
"Newfoundland rod-cone dystrophy	Retinitis punctata albescens	1	1	Ophthamological	Ophthamological	1"
"Niemann-Pick disease, type A	Niemann-Pick disease, type B	2	2	Metabolic	Metabolic	2"
"Niemann-Pick disease, type C1	Niemann-Pick disease, type D	2	2	Metabolic	Metabolic	2"
"Night blindness, congenital stationary, type 3	Retinitis pigmentosa, autosomal recessive	3	3	Ophthamological	Ophthamological	3"
"Night blindness, congenital stationery, rhodopsin-related	Retinitis pigmentosa-4, autosomal dominant	3	3	Ophthamological	Ophthamological	3"
"Night blindness, congenital stationery, rhodopsin-related	Retinitis pigmentosa, autosomal recessive	3	3	Ophthamological	Ophthamological	3"
"Nonaka myopathy	Sialuria	5	5	Muscular	Metabolic	5"
"Obesity, morbid, with hypogonadism	Obesity, severe, due to leptin deficiency	2	2	Nutritional	Nutritional	2"
"Obesity, resistance to	Obesity, severe	3	3	Nutritional	Nutritional	3"
"Obesity, susceptibility to	Ossification of posterior longitudinal ligament of spine	5	5	Nutritional	Connective tissue	5"
"Obsessive-compulsive disorder, susceptibility to	Schizophrenia, susceptibility to	1	1	Psychiatric	Psychiatric	1"
"Obsessive-compulsive disorder, susceptibility to	Seasonal affective disorder, susceptibility to	1	1	Psychiatric	Psychiatric	1"
"Oculocutaneous albinism, type II, modifier of	Red hair/fair skin	1	1	Ophthamological	Dermatological	1"
"Oculocutaneous albinism, type II, modifier of	UV-induced skin damage, vulnerability to	1	1	Ophthamological	Dermatological	1"
"Oculocutaneous albinism, type IV	Pigmentation of hair, skin, and eyes, variation in	2	2	Ophthamological	Dermatological	2"
"Oculodentodigital dysplasia	Syndactyly, type III	5	5	Skeletal	Skeletal	5"
"Oculopharyngeal muscular dystorphy	Oculopharyngeal muscular dystrophy, autosomal recessive	3	3	Muscular	Muscular	3"
"Oligodendroglioma	Prostate cancer	2	2	Cancer	Cancer	2"
"Oligodendroglioma	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2"
"Oligodendroglioma	VATER association with hydrocephalus	2	2	Cancer	multiple	2"
"Omenn syndrome	Severe combined immunodeficiency, Athabascan type	3	3	Immunological	Immunological	3"
"Omenn syndrome	Severe combined immunodeficiency, B cell-negative	1	1	Immunological	Immunological	1"
"Omenn syndrome	Severe combined immunodeficiency, B cell-negative	1	1	Immunological	Immunological	1"
"Opremazole poor metabolizer	Proguanil poor metabolizer	2	2	Metabolic	Metabolic	2"
"Optic nerve coloboma with renal disease	Renal hypoplasia, isolated	1	1	multiple	Renal	1"
"Optic nerve hypoplasia/aplasia	Peters anomaly	3	3	Ophthamological	Developmental	3"
"Orofacial cleft 6	Popliteal pterygium syndrome	6	6	Skeletal	multiple	6"
"Orofacial cleft 6	van der Woude syndrome	6	6	Skeletal	Developmental	6"
"Orolaryngeal cancer, multiple,	Pancreatic cancer/melanoma syndrome	5	5	Cancer	Cancer	5"
"OSMED syndrome	Stickler syndrome, type III	3	3	Bone	multiple	3"
"OSMED syndrome	Weissenbacher-Zweymuller syndrome	3	3	Bone	Connective tissue	3"
"Osseous heteroplasia, progressive	Pituitary ACTH secreting adenoma	7	7	Bone	Cancer	7"
"Osseous heteroplasia, progressive	Pseudohypoparathyroidism, type Ia	7	7	Bone	Endocrine	7"
"Osseous heteroplasia, progressive	Pseudohypoparathyroidism, type Ib	7	7	Bone	Endocrine	7"
"Osseous heteroplasia, progressive	Somatotrophinoma	7	7	Bone	Endocrine	7"
"Osteoarthritis, hand, susceptibility to	Spondyloepimetaphyseal dysplasia	3	3	Connective tissue	Skeletal	3"
"Osteoarthrosis	SMED Strudwick type	1	1	Connective tissue	Skeletal	1"
"Osteoarthrosis	Stickler syndrome, type I	1	1	Connective tissue	multiple	1"
"Osteoarthrosis	Wagner syndrome	1	1	Connective tissue	Ophthamological	1"
"Osteogenesis imperfecta, 3 clinical forms	Osteoporosis, idiopathic	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type I	Osteogenesis imperfecta, type II	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type I	Osteogenesis imperfecta, type III	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type I	Osteogenesis imperfecta, type IV	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type I	Osteoporosis	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type II	Osteogenesis imperfecta, type III	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type II	Osteogenesis imperfecta, type IV	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type II	Osteoporosis	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type III	Osteogenesis imperfecta, type IV	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type III	Osteoporosis	1	1	Bone	Bone	1"
"Osteogenesis imperfecta, type IV	Osteoporosis	1	1	Bone	Bone	1"
"Osteolysis, familial expansile	Paget disease of bone	4	4	Bone	Bone	4"
"Osteopetrosis, autosomal dominant, type I	Osteoporosis	6	6	Bone	Bone	6"
"Osteopetrosis, autosomal dominant, type I	Osteoporosis-pseudoglioma syndrome	6	6	Bone	Bone	6"
"Osteopetrosis, autosomal dominant, type I	van Buchem disease, type 2	6	6	Bone	Unclassified	6"
"Osteopetrosis, autosomal dominant, type II	Osteopetrosis, recessive	3	3	Bone	Bone	3"
"Osteoporosis	Osteoporosis-pseudoglioma syndrome	6	6	Bone	Bone	6"
"Osteoporosis	van Buchem disease, type 2	6	6	Bone	Unclassified	6"
"Osteoporosis, hypophosphatemic,	Urolithiasis, hypophosphatemic	2	2	Bone	Metabolic	2"
"Osteoporosis-pseudoglioma syndrome	van Buchem disease, type 2	6	6	Bone	Unclassified	6"
"Osteosarcoma	Pancreatic cancer	3	3	Cancer	Cancer	3"
"Osteosarcoma	Thyroid carcinoma	3	3	Cancer	Cancer	3"
"Osteosarcoma, somatic	Prostate cancer, familial	5	5	Cancer	Cancer	5"
"Otopalatodigital syndrome, type I	Otopalatodigital syndrome, type II	8	8	multiple	multiple	8"
"Ovarian cancer	Papillary serous carcinoma of the peritoneum	2	2	Cancer	Cancer	2"
"Ovarian cancer, somatic,	Sialidosis, type I	4	3	Cancer	Metabolic	1"
"Ovarian cancer, somatic,	Sialidosis, type II	4	3	Cancer	Metabolic	1"
"Ovarian carcinoma, endometrioid type	Pilomatricoma	1	1	Cancer	Cancer	1"
"Ovarian dysgenesis 1	Ovarian hyperstimulation syndrome, gestational	2	2	Endocrine	Endocrine	2"
"Ovarian dysgenesis 1	Ovarian sex cord tumors	2	2	Endocrine	Cancer	2"
"Ovarian dysgenesis 1	Twinning, dizygotic	2	2	Endocrine	Unclassified	2"
"Ovarian hyperstimulation syndrome, gestational	Ovarian sex cord tumors	2	2	Endocrine	Cancer	2"
"Ovarian hyperstimulation syndrome, gestational	Twinning, dizygotic	2	2	Endocrine	Unclassified	2"
"Ovarian sex cord tumors	Twinning, dizygotic	2	2	Cancer	Unclassified	2"
"Pachyonychia congenita, Jackson-Lawler type	Pachyonychia congenita, Jackson-Lawler type	3	2	Dermatological	Dermatological	1"
"Pachyonychia congenita, Jackson-Lawler type	Steatocystoma multiplex	3	3	Dermatological	Dermatological	3"
"Pachyonychia congenita, Jackson-Lawler type	Steatocystoma multiplex	2	3	Dermatological	Dermatological	1"
"Pachyonychia congenita, Jadassohn-Lewandowsky type	Palmoplantar keratoderma, nonepidermolytic	1	1	Dermatological	Dermatological	1"
"Pachyonychia congenita, Jadassohn-Lewandowsky type	Palmoplantar verrucous nevus, unilateral	1	1	Dermatological	Dermatological	1"
"Pallidopontonigral degeneration	Supranuclear palsy, progressive	4	4	Neurological	Neurological	4"
"Pallidopontonigral degeneration	Supranuclear palsy, progressive atypical	4	4	Neurological	Neurological	4"
"Pallidopontonigral degeneration	Tauopathy and respiratory failure	4	4	Neurological	Neurological	4"
"Pallister-Hall syndrome	Polydactyly, postaxial, types A1 and B	4	4	multiple	Skeletal	4"
"Pallister-Hall syndrome	Polydactyly, preaxial, type IV	4	4	multiple	Skeletal	4"
"Palmoplantar keratoderma, nonepidermolytic	Palmoplantar verrucous nevus, unilateral	1	1	Dermatological	Dermatological	1"
"Pancreatic cancer	Prostate cancer	2	2	Cancer	Cancer	2"
"Pancreatic cancer	Wilms tumor	2	2	Cancer	Cancer	2"
"Pancreatic cancer	Thyroid carcinoma	3	3	Cancer	Cancer	3"
"Pancreatic cancer	Polyposis, juvenile intestinal	4	4	Cancer	Cancer	4"
"Pancreatic cancer, sporadic	Peutz-Jeghers syndrome	3	3	Cancer	Cancer	3"
"Pancreatic carcinoma, somatic	Stomach cancer	2	2	Cancer	Cancer	2"
"Pancreatitis, hereditary	Tropical calcific pancreatitis	4	4	Gastrointestinal	Gastrointestinal	4"
"Pancreatitis, idiopathic	Sweat chloride elevation without CF	4	4	Gastrointestinal	Unclassified	4"
"Papillon-Lefevre syndrome	Periodontitis, juvenile	5	5	multiple	Ear,Nose,Throat	5"
"Paraganglioma, familial malignant	Pheochromocytoma, extraadrenal, and cervical paraganglioma	3	3	Cancer	Cancer	3"
"Paragangliomas, familial central nervous system	Paragangliomas, familial nonchromaffin, 1, with and without deafness	2	2	Cancer	Cancer	2"
"Paragangliomas, familial central nervous system	Paraganglioma, sporadic corotid body	2	2	Cancer	Cancer	2"
"Paragangliomas, familial central nervous system	Pheochromocytoma	2	2	Cancer	Cancer	2"
"Paragangliomas, familial nonchromaffin, 1, with and without deafness	Paraganglioma, sporadic corotid body	2	2	Cancer	Cancer	2"
"Paragangliomas, familial nonchromaffin, 1, with and without deafness	Pheochromocytoma	2	2	Cancer	Cancer	2"
"Paraganglioma, sporadic corotid body	Pheochromocytoma	2	2	Cancer	Cancer	2"
"Parathyroid adenoma, sporadic	Prolactinoma, hyperparathyroidism, carcinoid syndrome	1	1	Cancer	Endocrine	1"
"Parathyroid adenoma with cystic changes	Parathyroid carcinoma	2	2	Cancer	Cancer	2"
"Parietal foramina 1	Parietal foramina with cleidocranial dysplasia	3	3	Skeletal	Skeletal	3"
"Parkinson disease	Spinocerebellar ataxia 17	2	2	Neurological	Neurological	2"
"Parkinson disease 4, autosomal dominant Lewy body	Parkinson disease, familial	4	4	Neurological	Neurological	4"
"Partington syndrome	Proud syndrome	6	6	Neurological	multiple	6"
"PCWH	Waardenburg-Shah syndrome	2	2	Neurological	multiple	2"
"PCWH	Yemenite deaf-blind hypopigmentation syndrome	2	2	Neurological	multiple	2"
"Pelizaeus-Merzbacher disease	Spastic paraplegia-2	2	2	Neurological	Neurological	2"
"Perineal hypospadias	Prostate cancer	6	6	Endocrine	Cancer	6"
"Perineal hypospadias	Prostate cancer, susceptibility to	6	6	Endocrine	Cancer	6"
"Perineal hypospadias	Spinal and bulbar muscular atrophy of Kennedy	6	6	Endocrine	Muscular	6"
"Peroxisomal biogenesis disorder, complementation group 4	Peroxisomal biogenesis disorder, complementation group 6	3	3	multiple	multiple	3"
"Persistent Mullerian duct syndrome, type I	Rheumatoid arthritis, systemic juvenile, susceptibility to	2	1	Developmental	Connective tissue	1"
"Pfeiffer syndrome	Saethre-Chotzen syndrome	4	4	Skeletal	Developmental	4"
"Pheochromocytoma	Polycythemia, benign familial	1	1	Cancer	Hematological	1"
"Pheochromocytoma	Renal cell carcinoma, somatic	1	1	Cancer	Cancer	1"
"Pheochromocytoma	von Hippel-Lindau syndrome	1	1	Cancer	Cancer	1"
"Pigmented adrenocortical disease, primary isolated	Spastic paraplegia-7	4	4	Cancer	Neurological	1"
"Pigmented adrenocortical disease, primary isolated	Thyroid carcinoma, papillary	4	4	Cancer	Cancer	4"
"Pigmented paravenous chorioretinal atrophy	Retinitis pigmentosa-12, autosomal recessive	2	2	Ophthamological	Ophthamological	2"
"Pituitary ACTH-secreting adenoma	Ventricular tachycardia, idiopathic	3	3	Cancer	Cardiovascular	3"
"Pituitary ACTH secreting adenoma	Pseudohypoparathyroidism, type Ia	7	7	Cancer	Endocrine	7"
"Pituitary ACTH secreting adenoma	Pseudohypoparathyroidism, type Ib	7	7	Cancer	Endocrine	7"
"Pituitary ACTH secreting adenoma	Somatotrophinoma	7	7	Cancer	Endocrine	7"
"Pituitary hormone deficiency, combined, HESX1-related	Septooptic dysplasia	2	2	Endocrine	multiple	2"
"Platelet disorder, familial, with associated myeloid malignancy	Rheumatoid arthritis, susceptibility to	3	3	Hematological	Connective tissue	3"
"Pneumonitis, desquamative interstitial	Pulmonary alveolar proteinosis	2	2	Respiratory	Respiratory	2"
"Pneumonitis, desquamative interstitial	Pulmonary fibrosis, idiopathic, familial	2	2	Respiratory	Respiratory	2"
"Pneumonitis, desquamative interstitial	Surfactant protein C deficiency	2	2	Respiratory	Respiratory	2"
"Pneumothorax, primary spontaneous	Renal carcinoma, chromophobe, somatic	2	2	Respiratory	Cancer	2"
"Polycythemia, benign familial	Renal cell carcinoma, somatic	1	1	Hematological	Cancer	1"
"Polycythemia, benign familial	von Hippel-Lindau syndrome	1	1	Hematological	Cancer	1"
"Polycythemia vera	Thrombocythemia, essential	1	1	Hematological	Hematological	1"
"Polydactyly, postaxial, types A1 and B	Polydactyly, preaxial, type IV	4	4	Skeletal	Skeletal	4"
"Popliteal pterygium syndrome	van der Woude syndrome	6	6	multiple	Developmental	6"
"Porphyria, acute intermittent	Porphyria, acute intermittent, nonerythroid variant	3	3	Metabolic	Metabolic	3"
"Porphyria cutanea tarda	Porphyria, hepatoerythropoietic	1	1	Metabolic	Metabolic	1"
"PPM-X syndrome	Rett syndrome	5	5	Neurological	Neurological	5"
"PPM-X syndrome	Rett syndrome, preserved speech variant	5	5	Neurological	Neurological	5"
"Precocious puberty, male	Pseudohermaphroditism, male, with Leydig cell hypoplasia	1	1	Developmental	Developmental	1"
"Preeclampsia, susceptibility to	Renal tubular dysgenesis	2	2	Cardiovascular	Renal	2"
"Primary lateral sclerosis, juvenile	Spastic paralysis, infantile onset ascending	4	4	Neurological	Neurological	4"
"Progressive external ophthalmoplegia with mitochondrial DNA deletions	Progressive external ophthalmoplegia with mitochondrial DNA deletions	4	4	Ophthamological	Ophthamological	1"
"Progressive external ophthalmoplegia with mitochondrial DNA deletions	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	4	4	Ophthamological	Ophthamological	1"
"Progressive external ophthalmoplegia with mitochondrial DNA deletions	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	4	4	Ophthamological	Ophthamological	4"
"Prostate cancer	Wilms tumor	2	2	Cancer	Cancer	2"
"Prostate cancer	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2"
"Prostate cancer	VATER association with hydrocephalus	2	2	Cancer	multiple	2"
"Prostate cancer	Prostate cancer, susceptibility to	6	6	Cancer	Cancer	6"
"Prostate cancer	Spinal and bulbar muscular atrophy of Kennedy	6	6	Cancer	Muscular	6"
"Prostate cancer, susceptibility to	Spinal and bulbar muscular atrophy of Kennedy	6	6	Cancer	Muscular	6"
"Protoporphyria, erythropoietic	Protoporphyria, erythropoietic, recessive, with liver failure	2	2	Metabolic	Metabolic	2"
"Pseudohypoparathyroidism, type Ia	Pseudohypoparathyroidism, type Ib	7	7	Endocrine	Endocrine	7"
"Pseudohypoparathyroidism, type Ia	Somatotrophinoma	7	7	Endocrine	Endocrine	7"
"Pseudohypoparathyroidism, type Ib	Somatotrophinoma	7	7	Endocrine	Endocrine	7"
"Pseudoxanthoma elasticum, autosomal dominant	Pseudoxanthoma elasticum, autosomal recessive	5	5	Connective tissue	Connective tissue	5"
"Psoriatic arthritis, susceptibility to	Sarcoidosis, early-onset	6	6	Dermatological	Immunological	6"
"Pulmonary alveolar proteinosis	Pulmonary fibrosis, idiopathic, familial	2	2	Respiratory	Respiratory	2"
"Pulmonary alveolar proteinosis	Surfactant protein C deficiency	2	2	Respiratory	Respiratory	2"
"Pulmonary fibrosis, idiopathic, familial	Surfactant protein C deficiency	2	2	Respiratory	Respiratory	2"
"Pyropoikilocytosis	Spherocytosis, recessive	1	1	Hematological	Hematological	1"
"RAPADILINO syndrome	Rothmund-Thomson syndrome	3	3	multiple	multiple	3"
"Rapp-Hodgkin syndrome	Split-hand/foot malformation, type 4	7	7	multiple	Skeletal	7"
"Red hair/fair skin	UV-induced skin damage, vulnerability to	1	1	Dermatological	Dermatological	1"
"Refsum disease	Rhizomelic chondrodysplasia punctata, type 1	2	2	Neurological	multiple	2"
"Refsum disease, infantile	Zellweger syndrome-1	2	2	Neurological	multiple	2"
"Refsum disease, infantile form	Zellweger syndrome	1	1	Neurological	multiple	1"
"Refsum disease, infantile form	Zellweger syndrome-3	4	4	Neurological	multiple	4"
"Renal cell carcinoma, somatic	von Hippel-Lindau syndrome	1	1	Cancer	Cancer	1"
"Renal tubular acidosis, distal	Spherocytosis, hereditary	3	3	Renal	Hematological	3"
"Renal tubular dysgenesis	SARS, progression of	3	3	Renal	Immunological	3"
"Renpenning syndrome	Smith-Fineman-Myers syndrome	7	5	Neurological	multiple	2"
"Renpenning syndrome	Sutherland-Haan syndrome-like	7	5	Neurological	multiple	2"
"Retinal degeneration, autosomal recessive, clumped pigment type	Retinitis pigmentosa-27	3	3	Ophthamological	Ophthamological	3"
"Retinitis pigmentosa-19	Stargardt disease-1	5	5	Ophthamological	Ophthamological	5"
"Retinitis pigmentosa-3	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1"
"Retinitis pigmentosa-3	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	5	5	Ophthamological	Ophthamological	5"
"Retinitis pigmentosa-3	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	5	5	Ophthamological	Ophthamological	5"
