disorder	class	gene
Spinocerebellar ataxia 4, pure Japanese type	Neurological	PLEKHG4
Spinocerebellar ataxia-6	Neurological	CACNA1A
Spinocerebellar ataxia-6	Neurological	CACNL1A4
Spinocerebellar ataxia-6	Neurological	SCA6
Spinocerebellar ataxia-7	Neurological	ATXN7
Spinocerebellar ataxia-7	Neurological	SCA7
Spinocerebellar ataxia-7	Neurological	OPCA3
Spinocerebellar ataxia 8	Neurological	SCA8
Spinocerebellar ataxia, autosomal recessive with axonal neuropathy	Neurological	TDP1
Split hand/foot malformation, type 3	Skeletal	SHFM3
Split hand/foot malformation, type 3	Skeletal	DAC
Split-hand/foot malformation, type 4	Skeletal	TP73L
Split-hand/foot malformation, type 4	Skeletal	TP63
Split-hand/foot malformation, type 4	Skeletal	KET
Split-hand/foot malformation, type 4	Skeletal	EEC3
Split-hand/foot malformation, type 4	Skeletal	SHFM4
Split-hand/foot malformation, type 4	Skeletal	LMS
Split-hand/foot malformation, type 4	Skeletal	RHS
Spondylocarpotarsal synostosis syndrome	Skeletal	FLNB
Spondylocarpotarsal synostosis syndrome	Skeletal	SCT
Spondylocarpotarsal synostosis syndrome	Skeletal	AOI
Spondylocostal dysostosis, autosomal recessive, 1	Skeletal	DLL3
Spondylocostal dysostosis, autosomal recessive, 1	Skeletal	SCDO1
Spondylocostal dysostosis, autosomal recessive 2	Skeletal	MESP2
Spondyloepimetaphyseal dysplasia	Skeletal	MATN3
Spondyloepimetaphyseal dysplasia	Skeletal	EDM5
Spondyloepimetaphyseal dysplasia	Skeletal	HOA
Spondyloepiphyseal dysplasia, Kimberley type	Skeletal	AGC1
Spondyloepiphyseal dysplasia, Kimberley type	Skeletal	CSPG1
Spondyloepiphyseal dysplasia, Kimberley type	Skeletal	MSK16
Spondyloepiphyseal dysplasia, Kimberley type	Skeletal	SEDK
Spondyloepiphyseal dysplasia, Omani type	Skeletal	CHST3
Spondyloepiphyseal dysplasia, Omani type	Skeletal	C6ST
Spondyloepiphyseal dysplasia, Omani type	Skeletal	C6ST1
Spondyloepiphyseal dysplasia tarda	Skeletal	SEDL
Spondyloepiphyseal dysplasia tarda	Skeletal	SEDT
Spondyloepiphyseal dysplasia tarda with progressive arthropathy	Skeletal	WISP3
Spondyloepiphyseal dysplasia tarda with progressive arthropathy	Skeletal	PPAC
Spondyloepiphyseal dysplasia tarda with progressive arthropathy	Skeletal	PPD
Spondylometaphyseal dysplasia, Japanese type	Skeletal	COL10A1
Squamous cell carcinoma, burn scar-related, somatic	Cancer	TNFRSF6
Squamous cell carcinoma, burn scar-related, somatic	Cancer	APT1
Squamous cell carcinoma, burn scar-related, somatic	Cancer	FAS
Squamous cell carcinoma, burn scar-related, somatic	Cancer	CD95
Squamous cell carcinoma, burn scar-related, somatic	Cancer	ALPS1A
Squamous cell carcinoma, head and neck	Cancer	ING1
Squamous cell carcinoma, head and neck	Cancer	TNFRSF10B
Squamous cell carcinoma, head and neck	Cancer	DR5
Squamous cell carcinoma, head and neck	Cancer	TRAILR2
Stapes ankylosis syndrome without symphalangism	multiple	NOG
Stapes ankylosis syndrome without symphalangism	multiple	SYM1
Stapes ankylosis syndrome without symphalangism	multiple	SYNS1
Stargardt disease-1	Ophthamological	ABCA4
Stargardt disease-1	Ophthamological	ABCR
Stargardt disease-1	Ophthamological	STGD1
Stargardt disease-1	Ophthamological	FFM
Stargardt disease-1	Ophthamological	RP19
Stargardt disease 3	Ophthamological	ELOVL4
Stargardt disease 3	Ophthamological	ADMD
Stargardt disease 3	Ophthamological	STGD2
Stargardt disease 3	Ophthamological	STGD3
Startle disease, autosomal recessive	Neurological	GLRA1
Startle disease, autosomal recessive	Neurological	STHE
Startle disease/hyperekplexia, autosomal dominant	Neurological	GLRA1
Startle disease/hyperekplexia, autosomal dominant	Neurological	STHE
STAT1 deficiency, complete	Unclassified	STAT1
Statins, attenuated cholesterol lowering by	Metabolic	HMGCR
Steatocystoma multiplex	Dermatological	KRT17
Steatocystoma multiplex	Dermatological	PC2
Steatocystoma multiplex	Dermatological	PCHC1
Stem-cell leukemia/lymphoma syndrome	Cancer	ZNF198
Stem-cell leukemia/lymphoma syndrome	Cancer	SCLL
Stem-cell leukemia/lymphoma syndrome	Cancer	RAMP
Stem-cell leukemia/lymphoma syndrome	Cancer	FIM
Stevens-Johnson syndrome, carbamazepine-induced, susceptibility to	Dermatological	HLA-B
Stickler syndrome, type I	multiple	COL2A1
Stickler syndrome, type II	multiple	COL11A1
Stickler syndrome, type II	multiple	STL2
Stickler syndrome, type III	multiple	COL11A2
Stickler syndrome, type III	multiple	STL3
Stickler syndrome, type III	multiple	DFNA13
Stomach cancer	Cancer	KRAS2
Stomach cancer	Cancer	RASK2
Stroke, susceptibility to, 1	Cardiovascular	PDE4D
Stroke, susceptibility to, 1	Cardiovascular	DPDE3
Stroke, susceptibility to, 1	Cardiovascular	STRK1
Stroke, susceptibility to	Cardiovascular	ALOX5AP
Stroke, susceptibility to	Cardiovascular	FLAP
Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	multiple	LIFR
Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	multiple	STWS
Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	multiple	SWS
Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	multiple	SJS2
Subcortical laminal heteropia, X-linked	Neurological	DCX
Subcortical laminal heteropia, X-linked	Neurological	DBCN
Subcortical laminal heteropia, X-linked	Neurological	LISX
Subcortical laminar heterotopia	Neurological	PAFAH1B1
Subcortical laminar heterotopia	Neurological	LIS1
Succinic semialdehyde dehydrogenase deficiency	Metabolic	SSADH
Sucrose intolerance	Metabolic	SI
Sudden infant death with dysgenesis of the testes syndrome	Unclassified	TSPYL1
Sudden infant death with dysgenesis of the testes syndrome	Unclassified	TSPYL
Sudden infant death with dysgenesis of the testes syndrome	Unclassified	SIDDT
Sulfite oxidase deficiency	Metabolic	SUOX
Superoxide dismutase, elevated extracellular	Unclassified	SOD3
Supranuclear palsy, progressive	Neurological	MAPT
Supranuclear palsy, progressive	Neurological	MTBT1
Supranuclear palsy, progressive	Neurological	DDPAC
Supranuclear palsy, progressive	Neurological	MSTD
Supranuclear palsy, progressive atypical	Neurological	MAPT
Supranuclear palsy, progressive atypical	Neurological	MTBT1
Supranuclear palsy, progressive atypical	Neurological	DDPAC
Supranuclear palsy, progressive atypical	Neurological	MSTD
Supravalvar aortic stenosis	Cardiovascular	ELN
Surfactant deficiency, neonatal	Respiratory	ABCA3
Surfactant deficiency, neonatal	Respiratory	ABC3
Surfactant protein C deficiency	Respiratory	SFTPC
Surfactant protein C deficiency	Respiratory	SFTP2
Sutherland-Haan syndrome-like	multiple	ATRX
Sutherland-Haan syndrome-like	multiple	XH2
Sutherland-Haan syndrome-like	multiple	XNP
Sutherland-Haan syndrome-like	multiple	MRXS3
Sutherland-Haan syndrome-like	multiple	SHS
Sweat chloride elevation without CF	Unclassified	CFTR
Sweat chloride elevation without CF	Unclassified	ABCC7
Sweat chloride elevation without CF	Unclassified	CF
Sweat chloride elevation without CF	Unclassified	MRP7
Symphalangism, proximal	Skeletal	NOG
Symphalangism, proximal	Skeletal	SYM1
Symphalangism, proximal	Skeletal	SYNS1
Syndactyly, type III	Skeletal	GJA1
Syndactyly, type III	Skeletal	CX43
Syndactyly, type III	Skeletal	ODDD
Syndactyly, type III	Skeletal	SDTY3
Syndactyly, type III	Skeletal	ODOD
Synostoses syndrome, multiple, 1	multiple	NOG
Synostoses syndrome, multiple, 1	multiple	SYM1
Synostoses syndrome, multiple, 1	multiple	SYNS1
Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses	Skeletal	FBLN1
Synpolydactyly, type II	Skeletal	HOXD13
Synpolydactyly, type II	Skeletal	HOX4I
Synpolydactyly, type II	Skeletal	SPD
Synpolydactyly with foot anomalies	Skeletal	HOXD13
Synpolydactyly with foot anomalies	Skeletal	HOX4I
Synpolydactyly with foot anomalies	Skeletal	SPD
Systemic lupus erythematosus, susceptibility	Immunological	TNFSF6
Systemic lupus erythematosus, susceptibility	Immunological	APT1LG1
Systemic lupus erythematosus, susceptibility	Immunological	FASL
Systemic lupus erythematosus, susceptibility to	Immunological	DNASE1
Systemic lupus erythematosus, susceptibility to	Immunological	DNL1
Systemic lupus erythematosus, susceptibility to	Immunological	PTPN8
Systemic lupus erythematosus, susceptibility to	Immunological	PEP
Systemic lupus erythematosus, susceptibility to	Immunological	PTPN22
Systemic lupus erythematosus, susceptibility to	Immunological	LYP
Systemic lupus erythematosus, susceptibility to, 2, 605218	Immunological	PDCD1
Systemic lupus erythematosus, susceptibility to, 2, 605218	Immunological	SLEB2
Tall stature, susceptibility to	Skeletal	MCM6
Tangier disease	Metabolic	ABCA1
Tangier disease	Metabolic	ABC1
Tangier disease	Metabolic	HDLDT1
Tangier disease	Metabolic	TGD
Tarsal-carpal coalition syndrome	Skeletal	NOG
Tarsal-carpal coalition syndrome	Skeletal	SYM1
Tarsal-carpal coalition syndrome	Skeletal	SYNS1
Tauopathy and respiratory failure	Neurological	MAPT
Tauopathy and respiratory failure	Neurological	MTBT1
Tauopathy and respiratory failure	Neurological	DDPAC
Tauopathy and respiratory failure	Neurological	MSTD
Tay-Sachs disease	Metabolic	HEXA
Tay-Sachs disease	Metabolic	TSD
T-cell acute lymphoblastic leukemia	Cancer	BAX
T-cell immunodeficiency, congenital alopecia, and nail dystrophy	Immunological	WHN
T-cell prolymphocytic leukemia, sporadic	Cancer	ATM
T-cell prolymphocytic leukemia, sporadic	Cancer	ATA
T-cell prolymphocytic leukemia, sporadic	Cancer	AT1
Temperature-sensitive apoptosis, cellular	Unclassified	DAD1
Tetra-amelia, autosomal recessive	multiple	WNT3
Tetra-amelia, autosomal recessive	multiple	INT4
Tetralogy of Fallot	Cardiovascular	JAG1
Tetralogy of Fallot	Cardiovascular	AGS
Tetralogy of Fallot	Cardiovascular	AHD
Tetralogy of Fallot	Cardiovascular	ZFPM2
Tetralogy of Fallot	Cardiovascular	FOG2
Tetrology of Fallot	Cardiovascular	NKX2E
Tetrology of Fallot	Cardiovascular	CSX
Thalassemia, alpha-	Hematological	HBA2
Thalassemia-beta, dominant inclusion-body	Hematological	HBB
Thalassemia, delta-	Hematological	HBD
Thalassemia due to Hb Lepore	Hematological	HBD
Thalassemia, Hispanic gamma-delta-beta	Hematological	LCRB
Thalassemias, alpha-	Hematological	HBA1
Thalassemias, beta-	Hematological	HBB
Thanatophoric dysplasia, types I and II	Skeletal	FGFR3
Thanatophoric dysplasia, types I and II	Skeletal	ACH
Thiamine-responsive megaloblastic anemia syndrome	Hematological	SLC19A2
Thiamine-responsive megaloblastic anemia syndrome	Hematological	THTR1
Thrombocythemia, essential	Hematological	JAK2
Thrombocythemia, essential	Hematological	THPO
Thrombocythemia, essential	Hematological	MGDF
Thrombocythemia, essential	Hematological	MPLLG
Thrombocythemia, essential	Hematological	TPO
Thrombocytopenia-2	Hematological	FLJ14813
Thrombocytopenia-2	Hematological	THC2
Thrombocytopenia, congenital amegakaryocytic	Hematological	MPL
Thrombocytopenia, congenital amegakaryocytic	Hematological	TPOR
Thrombocytopenia, congenital amegakaryocytic	Hematological	MPLV
Thrombocytopenia, X-linked	Hematological	WAS
Thrombocytopenia, X-linked	Hematological	IMD2
Thrombocytopenia, X-linked	Hematological	THC
Thrombocytopenia, X-linked, intermittent	Hematological	WAS
Thrombocytopenia, X-linked, intermittent	Hematological	IMD2
Thrombocytopenia, X-linked, intermittent	Hematological	THC
Thromboembolism susceptibility due to factor V Leiden	Hematological	F5
Thrombophilia due to factor V Liverpool	Hematological	F5
Thrombophilia due to heparin cofactor II deficiency	Hematological	HCF2
Thrombophilia due to heparin cofactor II deficiency	Hematological	HC2
Thrombophilia due to heparin cofactor II deficiency	Hematological	SERPIND1
Thrombophilia due to HRG deficiency	Hematological	HRG
Thrombophilia due to protein C deficiency	Hematological	PROC
Thrombophilia due to thrombomodulin defect	Hematological	THBD
Thrombophilia due to thrombomodulin defect	Hematological	THRM
Thrombophilia, dysfibrinogenemic	Hematological	FGB
Thrombophilia, dysfibrinogenemic	Hematological	FGG
Thrombosis, hyperhomocysteinemic	Hematological	CBS
Thrombotic thrombocytopenic purpura, familial	Hematological	ADAMTS13
Thrombotic thrombocytopenic purpura, familial	Hematological	VWFCP
Thrombotic thrombocytopenic purpura, familial	Hematological	TTP
Thrombycytosis, susceptibility to	Hematological	MPL
Thrombycytosis, susceptibility to	Hematological	TPOR
Thrombycytosis, susceptibility to	Hematological	MPLV
Thymine-uraciluria	Metabolic	DPYD
Thymine-uraciluria	Metabolic	DPD
Thyroid adenoma, hyperfunctioning	Cancer	TSHR
Thyroid carcinoma	Cancer	TP53
Thyroid carcinoma	Cancer	P53
Thyroid carcinoma	Cancer	LFS1
Thyroid carcinoma, follicular	Cancer	MINPP1
Thyroid carcinoma, follicular	Cancer	HIPER1
Thyroid carcinoma, follicular	Cancer	PTEN
Thyroid carcinoma, follicular	Cancer	MMAC1
Thyroid carcinoma, follicular, somatic	Cancer	HRAS
Thyroid carcinoma, papillary	Cancer	GOLGA5
Thyroid carcinoma, papillary	Cancer	RFG5
Thyroid carcinoma, papillary	Cancer	PTC5
Thyroid carcinoma, papillary	Cancer	NCOA4
Thyroid carcinoma, papillary	Cancer	ELE1
Thyroid carcinoma, papillary	Cancer	PTC3
Thyroid carcinoma, papillary	Cancer	PCM1
Thyroid carcinoma, papillary	Cancer	PTC4
Thyroid carcinoma, papillary	Cancer	PRKAR1A
Thyroid carcinoma, papillary	Cancer	TSE1
Thyroid carcinoma, papillary	Cancer	CNC1
Thyroid carcinoma, papillary	Cancer	CAR
Thyroid carcinoma, papillary	Cancer	TIF1G
Thyroid carcinoma, papillary	Cancer	RFG7
Thyroid carcinoma, papillary	Cancer	PTC7
Thyroid carcinoma, papillary	Cancer	TRIM24
Thyroid carcinoma, papillary	Cancer	TIF1
Thyroid carcinoma, papillary	Cancer	TIF1A
Thyroid carcinoma, papillary	Cancer	PTC6
Thyroid hormone organification defect IIA	Endocrine	TPO
Thyroid hormone organification defect IIA	Endocrine	TPX
Thyroid hormone resistance	Endocrine	THRB
Thyroid hormone resistance	Endocrine	ERBA2
Thyroid hormone resistance	Endocrine	THR1
Thyroid hormone resistance, autosomal recessive	Endocrine	THRB
Thyroid hormone resistance, autosomal recessive	Endocrine	ERBA2
Thyroid hormone resistance, autosomal recessive	Endocrine	THR1
Thyrotoxic periodic paralysis, susceptibility to	Endocrine	CACNA1S
Thyrotoxic periodic paralysis, susceptibility to	Endocrine	CACNL1A3
Thyrotoxic periodic paralysis, susceptibility to	Endocrine	CCHL1A3
Thyrotropin-releasing hormone resistance, generalized	Endocrine	TRHR
Thyroxine-binding globulin deficiency	Hematological	TBG
Tietz syndrome	multiple	MITF
Tietz syndrome	multiple	WS2A
Timothy syndrome	multiple	CACNA1C
Timothy syndrome	multiple	CACNL1A1
Timothy syndrome	multiple	CCHL1A1
Timothy syndrome	multiple	TS
Toenail dystrophy, isolated	Dermatological	COL7A1
Tolbutamide poor metabolizer	Unclassified	CYP2C9
Total iodide organification defect	Endocrine	TPO
Total iodide organification defect	Endocrine	TPX
Townes-Brocks branchiootorenal-like syndrome	multiple	SALL1
Townes-Brocks branchiootorenal-like syndrome	multiple	HSAL1
Townes-Brocks branchiootorenal-like syndrome	multiple	TBS
Townes-Brocks syndrome	multiple	SALL1
Townes-Brocks syndrome	multiple	HSAL1
Townes-Brocks syndrome	multiple	TBS
Transaldolase deficiency	Metabolic	TALDO1
Transcobalamin II deficiency	Hematological	TCN2
Transcobalamin II deficiency	Hematological	TC2
Transient bullous of the newborn	Dermatological	COL7A1
Transposition of great arteries, dextro-looped	Developmental	CFC1
Transposition of great arteries, dextro-looped	Developmental	CRYPTIC
Transposition of great arteries, dextro-looped	Developmental	HTX2
Transposition of the great arteries, dextro-looped	Developmental	THRAP2
Transposition of the great arteries, dextro-looped	Developmental	PROSIT240
Transposition of the great arteries, dextro-looped	Developmental	TRAP240L
Transposition of the great arteries, dextro-looped	Developmental	KIAA1025
Treacher Collins mandibulofacial dysostosis	Developmental	TCOF1
Treacher Collins mandibulofacial dysostosis	Developmental	MFD1
Tremor, familial essential, 2	Neurological	HS1BP3
Tremor, familial essential, 2	Neurological	FLJ14249
Tremor, familial essential, 2	Neurological	ETM2
Trichodontoosseous syndrome	multiple	DLX3
Trichodontoosseous syndrome	multiple	TDO
Trichorhinophalangeal syndrome, type I	Developmental	TRPS1
Trichorhinophalangeal syndrome, type III	Developmental	TRPS1
Trichothiodystrophy	Dermatological	ERCC3
Trichothiodystrophy	Dermatological	XPB
Trichothiodystrophy	Dermatological	ERCC2
Trichothiodystrophy	Dermatological	EM9
Trichothiodystrophy, complementation group A	Dermatological	TGF2H5
Trichothiodystrophy, complementation group A	Dermatological	TTDA
Trichothiodystrophy, complementation group A	Dermatological	TFB5
Trichothiodystrophy, complementation group A	Dermatological	C6orf175
Trichothiodystrophy, nonphotosensitive 1	Dermatological	TTDN1
Trichothiodystrophy, nonphotosensitive 1	Dermatological	C7orf11
Trichothiodystrophy, nonphotosensitive 1	Dermatological	ABHS
Trifunctional protein deficiency, type 1	Metabolic	HADHA
Trifunctional protein deficiency, type 1	Metabolic	MTPA
Trifunctional protein deficiency, type II	Metabolic	HADHB
Trismus-pseudocomptodactyly syndrome	multiple	MYH8
Tropical calcific pancreatitis	Gastrointestinal	SPINK1
Tropical calcific pancreatitis	Gastrointestinal	PSTI
Tropical calcific pancreatitis	Gastrointestinal	PCTT
Tropical calcific pancreatitis	Gastrointestinal	TATI
Troyer syndrome	Neurological	SPG20
TSC2 angiomyolipomas, renal, modifier of	multiple	IFNG
Tuberculosis, susceptibility to	Respiratory	IFNGR1
Tuberculosis, susceptibility to	Respiratory	IFNG
Tuberous sclerosis-1	multiple	TSC1
Tuberous sclerosis-1	multiple	LAM
Tuberous sclerosis-2	multiple	TSC2
Tuberous sclerosis-2	multiple	LAM
Turcot syndrome	Cancer	APC
Turcot syndrome	Cancer	GS
Turcot syndrome	Cancer	FPC
Turcot syndrome with glioblastoma	Cancer	MLH1
Turcot syndrome with glioblastoma	Cancer	COCA2
Turcot syndrome with glioblastoma	Cancer	HNPCC2
Turcot syndrome with glioblastoma	Cancer	PMS2
Turcot syndrome with glioblastoma	Cancer	PMSL2
Turcot syndrome with glioblastoma	Cancer	HNPCC4
Twinning, dizygotic	Unclassified	FSHR
Twinning, dizygotic	Unclassified	ODG1
Tyrosinemia, type I	Metabolic	FAH
Tyrosinemia, type II	Metabolic	TAT
Tyrosinemia, type III	Metabolic	HPD
Ullrich congenital muscular dystrophy	Muscular	COL6A1
Ullrich congenital muscular dystrophy	Muscular	OPLL
Ullrich congenital muscular dystrophy	Muscular	COL6A3
Ullrich scleroatonic muscular dystrophy	Muscular	COL6A2
Ulnar-mammary syndrome	multiple	TBX3
